R12AD8770	1 MNXM2@MNXC19 + 1 MNXM88338@MNXC19 --> 1 MNXM669@MNXC19 + 1 MNXM88341@MNXC19	R_MLDCP1App	MNXR101611	3.4.17.13		bigg:MLDCP1App;deprecated:MNXR3562;deprecated:MNXR69452;seed:rxn08926
R12F100CE	1 MNXM1@MNXC3 + 1 MNXM2859@MNXC19 + 1 MNXM7@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM2@MNXC3 + 1 MNXM2859@MNXC3 + 1 MNXM3@MNXC3	R_PE140abcpp	MNXR102442			bigg:PE140abcpp;deprecated:MNXR4143;deprecated:MNXR83594
R131668B3	1 MNXM11@MNXC3 + 1 MNXM62333@MNXC3 <-- 2 MNXM1@MNXC3 + 1 MNXM51@MNXC3 + 1 MNXM62305@MNXC3	R_MOGDS	MNXR101701			bigg:MOGDS;deprecated:MNXR83397
R131858F	1 MNXM121@MNXC3 + 2 MNXM6271@MNXC3 --> 2 MNXM145809@MNXC3 + 1 MNXM2@MNXC3 + 1 MNXM452@MNXC3	R_RNTR4c2	MNXR104081			bigg:RNTR4c2;deprecated:MNXR84134
R13572A5C	1 MNXM602@MNXC19 <==> 1 MNXM602@MNXC2	R_SKMtex	MNXR104394			bigg:SKMtex;deprecated:MNXR4853;seed:rxn09257
R13647D56	1 MNXM127@MNXC19 <==> 1 MNXM127@MNXC2	R_INSTtex	MNXR100848			rhea:32867;rhea:32868;rhea:32869;rhea:32870;bigg:INSTtex;bigg:r0826;deprecated:MNXR3114;seed:rxn08755
R136A85E1	1 MNXM118@MNXC3 + 1 MNXM3@MNXC3 + 1 MNXM89557@MNXC3 --> 1 MNXM1@MNXC3 + 1 MNXM1668@MNXC3 + 1 MNXM7@MNXC3 + 1 MNXM9@MNXC3	R_GGPTRCS	MNXR111057	6.3.1.11	kegg:Arginine and proline metabolism;kegg:Metabolic pathways;metacyc:putrescine degradation II	rhea:13633;rhea:13634;rhea:13635;rhea:13636;deprecated:MNXR33952;kegg:R07414;metacyc:RXN0-3901;seed:rxn05123
R138A7388	1 MNXM1771@MNXC19 + 1 MNXM2@MNXC19 --> 1 MNXM1@MNXC19 + 1 MNXM3450@MNXC19 + 1 MNXM402@MNXC19	R_PLIPA1G120pp				
R138C7381	2 MNXM111@MNXC3 + 1 MNXM33@MNXC3 + 2 MNXM883@MNXC3 <-- 7 MNXM1@MNXC3 + 1 MNXM38@MNXC3 + 2 MNXM7354@MNXC3	R_FEENTERR1	MNXR99543			bigg:FEENTERR1;deprecated:MNXR55418
R13CCCB98	1 MNXM01@MNXC19 + 1 MNXM4505@MNXC3 --> 1 MNXM01@MNXC3 + 1 MNXM4505@MNXC19	R_CD2t3pp	MNXR96497			rhea:28739;rhea:28740;rhea:28741;rhea:28742;bigg:CD2t3pp;deprecated:MNXR1075;metacyc:TRANS-RXN0-244
R13F29A9B	1 MNXM11@MNXC3 + 1 MNXM662@MNXC3 <-- 1 MNXM1@MNXC3 + 1 MNXM1135@MNXC3 + 1 MNXM960@MNXC3	R_TMPPP	MNXR104908	2.5.1.3	kegg:Metabolic pathways;kegg:Thiamine metabolism;metacyc:thiamine diphosphate biosynthesis IV (eukaryotes);metacyc:thiamine formation from pyrithiamine and oxythiamine (yeast);metacyc:thiamine salvage II;metacyc:thiamine salvage IV (yeast);seed:Thiamin_biosynthesis;seed:Thiamin_biosynthesis/AIR_to_HydroxymethylpyrimidinePP;seed:Thiamin_biosynthesis/HydroxymethylpyrimidinePP_to_ThiaminPP	rhea:22328;rhea:22329;rhea:22330;rhea:22331;bigg:TMPPP;deprecated:MNXR55960;kegg:R03223;metacyc:THI-P-SYN-RXN;sabiork:3049;seed:rxn02305
R141B499F	1 MNXM1565@MNXC3 + 1 MNXM5@MNXC3 <-- 1 MNXM1@MNXC3 + 1 MNXM114283@MNXC3 + 1 MNXM6@MNXC3	R_2DGULRy	MNXR94788			bigg:2DGULRy;deprecated:MNXR30448;deprecated:MNXR68148;seed:rxn07970
R142916A0	1 MNXM158@MNXC19 <==> 1 MNXM158@MNXC2	R_URAtex	MNXR105147			rhea:27318;rhea:27319;rhea:27320;rhea:28622;bigg:URAt;bigg:URAtex;deprecated:MNXR5293;metacyc:TRANS-RXN0-560;sabiork:12300;seed:rxn09366;seed:rxn10993
R144EB5F8	1 MNXM1026@MNXC19 <==> 1 MNXM1026@MNXC2	R_MOBDtex	MNXR101690			rhea:34907;rhea:34908;rhea:34909;rhea:34910;bigg:MOBDtex;deprecated:MNXR3624;seed:rxn08956
R145FB8D6	1 MNXM1119@MNXC3 + 1 MNXM123@MNXC3 --> 1 MNXM1@MNXC3 + 2 MNXM61@MNXC3	R_HCYSMT2	MNXR100578	2.1.1.10	metacyc:L-methionine biosynthesis II;metacyc:L-methionine salvage from L-homocysteine;metacyc:S-methyl-L-methionine cycle	rhea:26337;rhea:26338;rhea:26339;rhea:26340;bigg:HCYSMT2;deprecated:MNXR2930;deprecated:MNXR69220;kegg:R11063;metacyc:MMUM-RXN;reactome:R-BTA-5696838;reactome:R-CFA-5696838;reactome:R-DRE-5696838;reactome:R-GGA-5696838;reactome:R-HSA-5696838;reactome:R-MMU-5696838;reactome:R-RNO-5696838;reactome:R-SSC-5696838;reactome:R-TGU-5696838;reactome:R-XTR-5696838;sabiork:13306;seed:rxn08703
R1462119F	1 MNXM1608@MNXC19 <==> 1 MNXM1608@MNXC2	R_MALDtex	MNXR101341			bigg:MALDtex;deprecated:MNXR3384;seed:rxn08864
R14645608	1 MNXM11@MNXC3 + 1 MNXM14@MNXC3 + 1 MNXM2858@MNXC3 <-- 1 MNXM3@MNXC3 + 1 MNXM34808@MNXC3 + 1 MNXM402@MNXC3	R_2AGPEAT120				
R14957F70	1 MNXM2@MNXC3 + 1 MNXM74@MNXC3 + 1 MNXM94@MNXC3 <-- 1 MNXM53@MNXC3 + 1 MNXM866@MNXC3	R_TRPS1	MNXR104343	4.2.1.20	kegg:Biosynthesis of amino acids;kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Glycine, serine and threonine metabolism;kegg:Metabolic pathways;kegg:Phenylalanine, tyrosine and tryptophan biosynthesis;seed:Tryptophan_synthesis;seed:Tryptophan_synthesis/Chorismate_to_Tryptophan	rhea:10532;rhea:10533;rhea:10534;rhea:10535;bigg:SERH;bigg:TRPS1;deprecated:MNXR5139;deprecated:MNXR7565;kegg:R02722;metacyc:TRYPSYN-RXN;seed:rxn01964
R14B773AB	1 MNXM1@MNXC3 + 1 MNXM3673@MNXC19 + 1 MNXM7@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM2@MNXC3 + 1 MNXM3@MNXC3 + 1 MNXM3673@MNXC3	R_NI2abcpp	MNXR101955	3.6.3.24		rhea:15557#2;rhea:15558#2;rhea:15559#2;rhea:15560#2;bigg:NI2abcpp;deprecated:MNXR3818
R14D082F0	1 MNXM91374@MNXC19 <==> 1 MNXM91374@MNXC2	R_23DAPPAtex	MNXR94728			bigg:23DAPPAtex;deprecated:MNXR33;deprecated:MNXR68125;seed:rxn07930
R150E0180	1 MNXM3132@MNXC19 --> 1 MNXM3132@MNXC3	R_12DGR160tipp	MNXR94678			bigg:12DGR160tipp;deprecated:MNXR10
R15102128	1 MNXM338@MNXC19 <==> 1 MNXM338@MNXC2	R_CYTDtex	MNXR97043			bigg:CYTDt;bigg:CYTDtex;bigg:CYTDtl;bigg:CYTDtm;bigg:CYTDtn;deprecated:MNXR1378;deprecated:MNXR29902;seed:rxn08290;seed:rxn10997;seed:rxn13338
R1516F209	1 MNXM291@MNXC3 + 1 MNXM563@MNXC3 <==> 1 MNXM39@MNXC3 + 1 MNXM618@MNXC3	R_FORCT	MNXR99616	2.8.3.16	metacyc:oxalate degradation II	rhea:16545;rhea:16546;rhea:16547;rhea:16548;bigg:FORCT;deprecated:MNXR63855;deprecated:MNXR8463;kegg:R07290;metacyc:RXN0-1382;seed:rxn05044
R151ACD7	1 MNXM01@MNXC19 + 1 MNXM7354@MNXC2 --> 1 MNXM01@MNXC3 + 1 MNXM7354@MNXC19	R_FEENTERtonex	MNXR99549			bigg:FEENTERtonex;deprecated:MNXR31369
R155D7893	1 MNXM3323@MNXC2 --> 1 MNXM3323@BOUNDARY	R_EX_tyrp_e	MNXR99006		seed:S_	bigg:EX_tyrp_e
R15953B9A	1 MNXM1@MNXC3 + 1 MNXM10@MNXC3 + 1 MNXM1744@MNXC3 --> 1 MNXM8@MNXC3 + 1 MNXM90191@MNXC3	R_ALR4x	MNXR95790			bigg:ALR4x;deprecated:MNXR30695;seed:rxn08122
R159D5A5D	1 MNXM13@MNXC3 + 1 MNXM2859@MNXC3 <-- 1 MNXM1@MNXC3 + 1 MNXM7665@MNXC3	R_PSD140	MNXR103230			bigg:PSD140;deprecated:MNXR4466;deprecated:MNXR84035
R15DF7064	1 MNXM111@MNXC2 <==> 1 MNXM111@BOUNDARY	R_EX_fe2_e	MNXR98464		seed:S_	bigg:EX_fe2_e
R15E00B56	1 MNXM1@MNXC3 + 1 MNXM3693@MNXC19 + 1 MNXM7@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM2@MNXC3 + 1 MNXM3@MNXC3 + 1 MNXM3693@MNXC3	R_PE141abcpp	MNXR102443			bigg:PE141abcpp;deprecated:MNXR4144
R15F4E9E9	1 MNXM78@MNXC19 <==> 1 MNXM78@MNXC2	R_LYStex	MNXR101269			bigg:LYSt5r;bigg:LYStex;bigg:LYStip;bigg:LYStn;deprecated:MNXR3357;metacyc:TRANS-RXN0-569;sabiork:7984;seed:rxn08856;seed:rxn10834
R162B05F1	1 MNXM59271@MNXC2 --> 1 MNXM59271@BOUNDARY	R_EX_LalaDgluMdapDala_e	MNXR98180			bigg:EX_LalaDgluMdapDala_e
R163AAC8E	1 MNXM01@MNXC19 + 1 MNXM704@MNXC19 --> 1 MNXM01@MNXC3 + 1 MNXM704@MNXC3	R_DCYTt2pp	MNXR97209			rhea:29975;rhea:29976;rhea:29977;rhea:29978;bigg:DCYTt2;bigg:DCYTt2pp;deprecated:MNXR1480;metacyc:TRANS-RXN-108D;seed:rxn05205;seed:rxn08316
R165B79B0	1 MNXM598@MNXC19 <==> 1 MNXM598@MNXC2	R_G3PGtex	MNXR99886			bigg:G3PGtex;deprecated:MNXR2447;seed:rxn08562
R166C05C6	1 MNXM1451@MNXC3 <==> 1 MNXM2@MNXC3 + 1 MNXM2363@MNXC3	R_CRNCDH	MNXR96900	4.2.1.149	metacyc:L-carnitine degradation I	rhea:28338;rhea:28339;rhea:28340;rhea:28341;bigg:CRNCDH;deprecated:MNXR1283;deprecated:MNXR20191;deprecated:MNXR61895;deprecated:MNXR68587;kegg:R10675;metacyc:CARNDETRU-RXN
R166F3A71	1 MNXM377@MNXC3 + 1 MNXM74@MNXC3 <-- 1 MNXM866@MNXC3	R_TRPS3	MNXR99889	4.1.2.8;4.2.1.20	kegg:Benzoxazinoid biosynthesis;kegg:Biosynthesis of secondary metabolites;kegg:Metabolic pathways;kegg:Phenylalanine, tyrosine and tryptophan biosynthesis;metacyc:DIBOA-glucoside biosynthesis;metacyc:L-tryptophan biosynthesis;metacyc:TRYPSYN-RXN;seed:Tryptophan_synthesis;seed:Tryptophan_synthesis/Chorismate_to_Tryptophan	rhea:14081;rhea:14082;rhea:14083;rhea:14084;bigg:G3PL;bigg:TRPS3;deprecated:MNXR5141;kegg:R02340;metacyc:RXN0-2381;seed:rxn01682
R1695EE12	1 MNXM235@MNXC2 --> 1 MNXM235@BOUNDARY	R_EX_orot_e	MNXR98814			bigg:EX_orot_e
R16AA0DCC	1 MNXM360@MNXC3 + 1 MNXM7@MNXC3 <==> 1 MNXM3@MNXC3 + 1 MNXM411@MNXC3	R_NDPK7	MNXR101939	2.7.4.6	kegg:Metabolic pathways;kegg:Pyrimidine metabolism;metacyc:pyrimidine deoxyribonucleotide phosphorylation;metacyc:pyrimidine deoxyribonucleotides biosynthesis from CTP;metacyc:pyrimidine deoxyribonucleotides de novo biosynthesis I;metacyc:pyrimidine deoxyribonucleotides de novo biosynthesis III;metacyc:pyrimidine deoxyribonucleotides de novo biosynthesis IV;metacyc:superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli);seed:pyrimidine_conversions;seed:pyrimidine_conversions/CMP_to_Uracil;seed:pyrimidine_conversions/CTP_to_CMP;seed:pyrimidine_conversions/UMP_to_UTP;seed:pyrimidine_conversions/UMP_to_Uracil;seed:pyrimidine_conversions/UTP_to_CTP;seed:pyrimidine_conversions/dCMP_to_dTMP;seed:pyrimidine_conversions/dCTP_to_dCMP;seed:pyrimidine_conversions/dTMP_to_Thymine;seed:pyrimidine_conversions/dTMP_to_dTTP	rhea:27678;rhea:27679;rhea:27680;rhea:27681;bigg:NDPK7;bigg:NDPK7m;bigg:NDPK7n;deprecated:MNXR55764;deprecated:MNXR69535;kegg:R02326;metacyc:DCDPKIN-RXN;sabiork:422;seed:rxn01673
R16BDA5E8	1 MNXM90242@MNXC2 --> 1 MNXM90242@BOUNDARY	R_EX_LalaDgluMdap_e	MNXR98181			bigg:EX_LalaDgluMdap_e
R16C7E9E8	1 MNXM2263@MNXC19 <-- 1 MNXM2263@MNXC2	R_ACMUMtex	MNXR95279			bigg:ACMUMtex;deprecated:MNXR398;seed:rxn08049
R16CBC912	1 MNXM1@MNXC3 + 1 MNXM529@MNXC3 + 1 MNXM7@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM2@MNXC3 + 1 MNXM3@MNXC3 + 1 MNXM529@MNXC19	R_DAPabcpp	MNXR97146			bigg:DAPabc;bigg:DAPabcpp;deprecated:MNXR1433;metacyc:TRANS-RXN-291;seed:rxn08304;seed:rxn10145
R16D965AC	1 MNXM1017@MNXC3 + 1 MNXM2@MNXC3 + 1 MNXM8@MNXC3 --> 2 MNXM1@MNXC3 + 1 MNXM10@MNXC3 + 1 MNXM458@MNXC3	R_ALDD4	MNXR132755	1.2.1.19;1.2.1.24;1.2.1.3;1.2.1.5		sabiork:6490;seed:rxn08111
R16FBD0E6	1 MNXM199@MNXC3 + 1 MNXM20@MNXC3 <==> 1 MNXM238@MNXC3 + 1 MNXM89557@MNXC3	R_VALTA	MNXR96230	2.6.1.42;2.6.1.6	kegg:2-Oxocarboxylic acid metabolism;kegg:Biosynthesis of amino acids;kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Glucosinolate biosynthesis;kegg:Metabolic pathways;kegg:Pantothenate and CoA biosynthesis;kegg:Valine, leucine and isoleucine biosynthesis;kegg:Valine, leucine and isoleucine degradation;metacyc:L-alanine biosynthesis I;metacyc:L-valine biosynthesis;metacyc:L-valine degradation I;metacyc:L-valine degradation II;seed:Alanine_biosynthesis;seed:Alanine_biosynthesis/Cysteine_to_L_Alanine;seed:Alanine_biosynthesis/L_Alanine_to_D_Alanine;seed:Alanine_biosynthesis/Pyruvate_to_L_Alanine;seed:Branched-Chain_Amino_Acid_Biosynthesis;seed:Branched-Chain_Amino_Acid_Biosynthesis/Oxoisovalerate_to_Leucine;seed:Branched-Chain_Amino_Acid_Biosynthesis/Oxoisovalerate_to_Valine;seed:Branched-Chain_Amino_Acid_Biosynthesis/Pyruvate_to_Oxoisovalerate;seed:Branched-Chain_Amino_Acid_Biosynthesis/Threonine_and_Pyruvate_to_Isoleucine;seed:Valine_degradation;seed:Valine_degradation/IsobutyrylCoA_to_Methylmalonate_semialdehyde;seed:Valine_degradation/Methylmalonate_semialdehyde_to_PropanoylCoA;seed:Valine_degradation/Valine_to_IsobutyrylCoA	rhea:24813;rhea:24814;rhea:24815;rhea:24816;bigg:BCTA_val_h;bigg:BCTA_val_m;bigg:VALTA;bigg:VALTAim;deprecated:MNXR32586;kegg:R01214;metacyc:BRANCHED-CHAINAMINOTRANSFERVAL-RXN;sabiork:1446;seed:rxn00903
R1723CBEB	1 MNXM2125@MNXC3 --> 1 MNXM29@MNXC3 + 1 MNXM75@MNXC3	R_THRA2i	MNXR104834	4.1.2.48;4.1.2.49;4.1.2.5	kegg:Glycine, serine and threonine metabolism;kegg:Metabolic pathways	rhea:26209;rhea:26210;rhea:26211;rhea:26212;bigg:THRA2i;deprecated:MNXR5056;kegg:R06171;metacyc:LTAA-RXN;sabiork:5754;seed:rxn04142
R173C6447	1 MNXM1160@MNXC3 + 1 MNXM421@MNXC3 --> 1 MNXM11@MNXC3 + 1 MNXM965@MNXC3	R_FOLD3_1	MNXR97439	2.5.1.15	kegg:Folate biosynthesis;kegg:Metabolic pathways;metacyc:tetrahydrofolate biosynthesis;seed:Folate_Biosynthesis;seed:Folate_Biosynthesis/Dihydrofolate_to_Tetrahydrofolate;seed:Folate_Biosynthesis/Folate_to_Tetrahydrofolate;seed:Folate_Biosynthesis/GTP_and_Chorismate_to_Tetrahydrofolate	rhea:19949;rhea:19950;rhea:19951;rhea:19952;bigg:DHPS2;bigg:DHPS2_1;bigg:FOLD3;bigg:FOLD3_1;bigg:FOLD3m;deprecated:MNXR68714;deprecated:MNXR69004;deprecated:MNXR82870;kegg:R03067;metacyc:H2PTEROATESYNTH-RXN;sabiork:2910;seed:rxn02201
R174A97E1	1 MNXM3774@MNXC19 + 1 MNXM7670@MNXC19 <-- 1 MNXM71458@MNXC19 + 1 MNXM946@MNXC19	R_PETNT161pp	MNXR102499			bigg:PETNT161pp;deprecated:MNXR4164;deprecated:MNXR83623
R17BC336C	2 MNXM145809@MNXC3 + 1 MNXM2@MNXC3 + 1 MNXM360@MNXC3 <-- 2 MNXM6271@MNXC3 + 1 MNXM63@MNXC3	R_RNTR3c2	MNXR104078			bigg:RNTR3c2;deprecated:MNXR84132
R17C640DD	1 MNXM13@MNXC3 + 1 MNXM31536@MNXC3 <-- 1 MNXM1@MNXC3 + 1 MNXM75116@MNXC3	R_PSD180	MNXR103234	4.1.1.65		bigg:PSD180;deprecated:MNXR4470;deprecated:MNXR69806;seed:rxn09202
R17E227F	1 MNXM1@MNXC3 + 1 MNXM56168@MNXC3 + 1 MNXM7@MNXC3 <-- 1 MNXM75132@MNXC3 + 1 MNXM857@MNXC3	R_HEPT3	MNXR100606			bigg:HEPT3;deprecated:MNXR2943;deprecated:MNXR69231;deprecated:MNXR83108;seed:rxn08712
R17EB1236	1 MNXM548@MNXC19 <==> 1 MNXM548@MNXC2	R_PYDAMtex	MNXR103358			rhea:28466;rhea:28467;rhea:28468;rhea:28469;bigg:PYDAMtex;bigg:PYDAMtpp;bigg:PYDAMtr;deprecated:MNXR4535;metacyc:TRANS-RXN0-213
