gene name,MW
YLR462W,23493.69
YJR066W,281137.32
YFR045W,34390.57
YJR032W,45133.21
YDR028C,112614.84
YPR031W,86028.28
YNL128W,50151.47
YDR038C,120294.97
YML052W,33829.56
YJL055W,26864.1
YGR134W,128779.05
YKL004W,45192.93
YLR305C,214604.85
YJR017C,19404.51
YMR162C,188317.43
YNR006W,70972.97
YDR451C,39597.87
YDL021W,36072.62
YML046W,74746.98
YGR235C,26911.52
YFR001W,23590.15
YDR494W,41215.5
YLR118C,24700.08
YLR045C,100917.18
YLR187W,114109.67
YPL141C,97691.95
YHR116W,17317.58
YOR193W,44130.35
YNL218W,66543.55
YGR182C,13611.89
YDR322W,42824.7
YDR313C,32675.04
YCL009C,33986.52
YJL012C,83153.75
YBR163W,67568.87
YER090W,56767.06
YJL016W,63205.94
YLR075W,25361.11
YOR342C,36907.27
YJL062W-A,9881.43
YML003W,33970.28
YIR038C,26794.55
YKL138C-A,8088.11
YMR261C,118833.9
YMR323W,47312.16
YJL144W,11659.41
YBR074W,111034.03
YDR421W,108204.32
YLR311C,13801.3
YMR005W,42336.11
YCL057W,81932.65
YHR214W,20593.3
YLR372W,39464.75
YJL168C,84460.44
YOR164C,36279.76
YLR274W,86410.27
YLR142W,53270.87
YHR174W,46913.68
YMR183C,33733.22
YML085C,49799.44
YNL328C,16474.27
YOR114W,34975.09
YCR100C,35256.81
YHR196W,65270.65
YDL107W,41475.58
YGR290W,16782.2
YNL065W,65295.65
YGR209C,11203.76
YHL030W-A,17064.84
YKL011C,40999.96
YER172C,246182.63
YER077C,79546.57
YGR276C,62848.34
YHR104W,37118.31
YDL073W,113890.04
YER012W,22516.48
YBL093C,24857.14
YMR251W-A,5573.36
YOL095C,80575.16
YPL040C,115792.35
YGR107W,17425.2
YCR038W-A,4825.81
YGR041W,60750.36
YKL163W,33004.21
YLR306W,21203.13
YGL006W,130859.78
YNR058W,53708.12
YDR348C,54995.34
YPR075C,38900.83
YHL032C,79823.59
YGR144W,34990.62
YFR053C,53737.84
YGR185C,44019.42
YDR003W,24210.56
YOR022C,81768.32
YKL115C,15328.64
YLR439W,36964.63
YNR035C,39565.83
YGR160W,22178.65
YML002W,84600.8
YGL259W,17952.35
YKL066W,16669.16
YJR062C,51896.33
YMR181C,17602.21
YKR067W,83644.07
YPL131W,33714.38
YJR045C,70626.96
YOR129C,102249.21
YDR154C,13179.29
YJR034W,12394.31
YLL023C,32185.8
YNL112W,60998.83
YNL279W,73351.91
YOR219C,107198.91
YBR224W,19322.8
YPL106C,77365.41
YJL185C,33739.9
YOL068C,57701.44
YGR109W-A,34026.24
YPR006C,64975.23
YPL167C,172955.38
YLR047C,78947.77
YDL170W,61223.25
YBR101C,32604.12
YDL173W,31885.76
YCR035C,44010.63
YGL134W,48583.93
YPL251W,11349.11
YOR377W,61035.29
YNL145W,4228.79
YGR039W,12324.41
YGR162W,107100.03
YJR025C,20234.71
YDL163W,10751.2
YBR057C,41432.64
YHR185C,27884.11
YKL173W,114040.05
YPL192C,14428.25
YFL048C,50329.86
YGR194C,68320.2
YPL177C,34653.27
YIL009C-A,20554.31
YOR330C,143500.75
YML015C,40623.08
YDR206W,99998.89
YDR067C,26024.01
YGR118W,16037.59
YCL022C,19572.71
YLR303W,48671.02
YIL074C,51187.77
YNL187W,40307.26
YCR014C,67526.44
YBR073W,107945.1
YPL165C,43749.74
YLR231C,51031.55
YDR190C,50452.53
YDL156W,59155.12
YIL063C,36053.6
YDL158C,11987.23
YML023C,64012.23
YDR383C,26976.19
YLR131C,86633.27
YGR192C,35746.26
YDR014W,74720.94
YDR104C,145179.68
YHL046C,12879.53
YBR017C,103680.54
YGR270W,157405.34
YGL098W,28106.35
YJL187C,92467.04
YHL040C,70897.9
YLR203C,50879.58
YLL055W,58904.31
YGR030C,18209.74
YJL137C,44545.52
YBL073W,12087.36
YJL184W,13604.9
YGL051W,27240.97
YDL111C,29055.02
YNL333W,32032.77
YJR112W,23639.27
YFL014W,11692.54
YNR038W,70361.06
YKL035W,55987.34
YJR124C,49663.59
YDR526C,16915.66
YML026C,17037.39
YHR146W,51114.88
YBR167C,15813.99
YIL091C,83990.31
YML030W,18477.18
YLR208W,33042.61
YLR195C,52836.82
YJL173C,13815.62
YBR071W,23547.85
YKL135C,81868.07
YLR406C,12966.97
YBL017C,177775.08
YIR004W,48573.81
YBL026W,11162.73
YDR034C-C,49688.88
YMR017W,46621.06
YDL048C,54366.44
YJL076W,128529.95
YGR206W,11967.5
YLR018C,34231.97
YHR067W,33054.81
YHR145C,13740.43
YBR082C,16455.64
YDR170W-A,49444.82
YIL072W,68874.91
YJL081C,54831.21
YDR304C,25326.41
YLR050C,19088.5
YDR359C,112501.28
YNL255C,17103.23
YLR243W,30652.88
YER179W,36612.2
YGR110W,52044.16
YNL152W,46225.32
YLR065C,20741.28
YDR381W,24955.44
YGL132W,12228.09
YGR061C,148903.58
YLR445W,22364.76
YHR122W,25674.78
YAL064W,11003.65
YKL154W,26973.78
YHR078W,63330.09
YPR041W,45260.57
YBR200W,61604.6
YKR002W,64551.32
YIL022W,48853.78
YIL069C,15328.55
YAL034C,47067.85
YOR216C,56067.75
YPL107W,28569.38
YDL186W,32197.12
YAL020C,36466.64
YIR017C,21589.43
YOR204W,65552.23
YMR290C,56716.85
YDR053W,14751.45
YDL012C,12175.18
YGL235W,19333.69
YER165W,64343.45
YMR048W,36354.28
YDR278C,11912.75
YER164W,168239.38
YGL071W,77681.93
YHR110W,24248.27
YCL026C-B,20993.58
YMR284W,70646.59
YNL276C,14116.31
YHR037W,64434.44
YLR113W,48857.94
YPR023C,45203.09
YGL026C,76625.16
YHR176W,49098.31
YNL070W,6869.92
YPL162C,31346.27
YKL012W,69064.15
YOL088C,32400.71
YDR275W,26581.29
YCL019W,202094.21
YJL114W,48034.29
YBR297W,54193.1
YBR176W,34464.54
YNL025C,37790.33
YHR150W,66147.61
YDR351W,98970.51
YKL096W-A,8910.8
YHL026C,35716.85
YMR173W,46232.53
YNR001C,53359.45
YEL032W,107516.63
YAL068C,12849.51
YNL038W,26816.42
YER086W,63830.52
YHL006C,17120.55
YLR400W,18513.6
YBL104C,117634.84
YPL115C,124912.07
YER138C,198560.44
YOR309C,16294.13
YGL192W,69395.18
YNL053W,54217.15
YBR083W,55156.8
YDR270W,109827.66
YPR063C,15440.71
YDL234C,87304.84
YDR434W,60813.43
YGL102C,16174.98
YNL179C,17610.6
YLL062C,36714.4
YJR064W,61913.66
YJL161W,20185.11
YDR263C,49033.88
YIL082W-A,172367.76
YJL138C,44696.67
YNL318C,60977.9
YPL171C,44919.99
YOR288C,36407.66
YJR100C,37479.21
YPL156C,32012.04
YDL031W,112945.1
YGR296C-A,17366.85
YER102W,22489.4
YNL169C,56594.16
YKL022C,94991.21
YKL089W,62471.92
YPL213W,27193.02
YOR285W,15413.13
YJL054W,54182.27
YLR327C,9833.61
YLR043C,11234.85
YOR304W,130325.85
YJL210W,30751.18
YKR081C,39598.28
YHR143W-A,7715.88
YNR002C,30700.86
YOL051W,120307.72
YPR098C,17730.77
YDR323C,59442.83
YNL109W,19713.19
YDL226C,39295.81
YMR266W,107671.22
YPL044C,19681.72
YDR119W,85681.91
YOL156W,62731.96
YDL086W,30836.79
YOR182C,7118.39
YDR158W,39543.34
YMR267W,35572.13
YGR033C,27205.22
YDL224C,70689.65
YGL166W,24425.27
YMR305C,40468.66
YLL038C,28270.83
YMR075W,78835.49
YOR158W,35997.74
YGR097W,126862.72
YOR150W,18463.23
YPL011C,40295.59
YBR299W,68141.37
YOR068C,11763.44
YMR300C,56718.74
YMR125W,100016.19
YGL253W,53941.9
YDR442W,14456.81
YNL064C,44670.19
YGR036C,27648.8
YLL042C,19759.45
YNL231C,40713.49
YPL014W,42477.15
YGR060W,36478.69
YDL137W,20657.35
Q0050,96078.09
YKR035C,23238.75
YML063W,28812.03
YOL032W,27166.39
YGR258C,117836.63
YBL038W,26517.59
YBR115C,155343.94
YHR092C,63909.27
YCR036W,36923.55
YLR244C,43372.78
YGL021W,86086.14
YNL005C,43226.06
YJL154C,109141.28
YER024W,103332.86
YDL213C,25215.49
YGL069C,16083.77
YMR124W,105912.9
YBL094C,12079.15
YDR075W,35263.79
YBR245C,131100.41
YGL170C,47699.31
YIL061C,34446.79
YOR290C,194049.34
YLR234W,74369.76
YLR361C-A,11050.06
YAL064W-B,13273.1
YDL162C,13733.62
YOR370C,67373.13
YKL070W,19827.59
YMR052W,24031.67
YDR294C,65564.95
YKL094W,35562.17
YPR117W,285900.78
YLR256W,166106.88
YER074W-A,9436.22
YPL198W,27695.94
YPR076W,13892.35
YDR082W,57510.01
YGR072W,44923.36
YPR052C,10802.17
YKR009C,98701.86
YPL027W,28398.5
YDR308C,16071.19
YIR002C,114056.57
YPR008W,76670.55
YIL150C,65814.39
YHL001W,15152.87
YDR533C,25669.45
YDR524C,54493.75
YMR001C,81030.24
YPL062W,14903.05
YBR243C,50367.62
YBR251W,34882.68
YMR180C,36973.65
YGL207W,118628.71
YBR214W,57186.81
YIR006C,160266.22
YJR021C,35682.75
YER085C,20483.59
YGR255C,53527.05
YAR027W,27116.22
YIL162W,60638.42
YDL099W,38293.88
YGR081C,24069.13
YPL249C-A,11135.1
YLR275W,12852.89
YOR390W,41984.74
YHR192W,32062.37
YBR181C,26996.04
YDL034W,12919
YBR119W,34377.68
YKR050W,101085.67
YMR321C,11622.2
YAR071W,52757.06
YML133C,155551.6
YHR026W,22595.49
YIL126W,156741.11
YBR008C,61628.3
YDL150W,46666.85
YOR041C,15182.07
YAR003W,48654.29
YNL197C,71252.75
YLR188W,75949.64
YBL088C,321520.96
YER045C,54591.64
YJR149W,45158.5
YDR311W,72893.68
YNL214W,23169.13
YCR069W,35779.44
YGL160W,65839.31
YCR048W,71612.15
YNL051W,45603.94
YKL156W,8879.26
YFR013W,90895.81
YFL058W,38591.26
YJR077C,32811.7
YDR062W,63110.29
YDL113C,72545.38
YML037C,38022.83
YJR050W,28023.41
YLL028W,64271.64
YDR108W,80494.09
YAR031W,35072.67
YNL298W,93908.1
YJL217W,21966.47
YGL024W,12209.81
YJR135W-A,9763.79
YDR467C,12179.64
YNL092W,45496.35
YMR197C,24667.86
YPR080W,50032.03
YHR061C,35237.83
YNL270C,64012.89
YOR252W,20838.77
YFR035C,12456.61
YDL247W,68188.47
YAL046C,13355.55
YNL122C,13243.41
YEL009C,31309.85
YIL010W,24119.35
YDR529C,14564.66
YOR067C,67384.19
YHR021W-A,17434.3
YJR116W,32010.7
YOR186C-A,7456.26
YBR188C,15969.74
YEL065W,70561.09
YBL071C,11539.47
YOR353C,87325.1
YMR038C,27329.53
YAL007C,24063.32
YMR223W,53622.73
YLR162W-A,7280.29
YOR328W,176458.91
YLR399W-A,3657.52
YJR067C,16075.86
YLR214W,78852.87
YIL156W-B,8164.42
YDL061C,6727.64
YJL073W,75143.13
YGR275W,17794.43
YLR124W,13157.25
YEL059C-A,8415.4
YBL011W,85693.41
YDL243C,36976.61
YNR026C,51606.83
YGL138C,40845.16
YPR144C,63636.43
YOR112W,84767.7
YBR085W,33312.52
YDR466W,100474.58
YDR183W,26622.29
YFR051C,60627.21
YHR181W,26283.44
YOR382W,15301.65
YEL037C,42366.33
YGR100W,109258.03
YML098W,19132.05
YPL059W,16931.26
YKR095W,218453.24
YAL012W,42541.6
YOR003W,52088.66
YJL158C,23241.33
YDR448W,50568.73
YOL132W,53811.9
YLR063W,42040.75
YLL043W,73876.67
YDL160C,57543.48
YEL043W,106132.22
YEL025C,136067.72
YJR057W,24687.07
YBL064C,29495.49
YHR186C,177607.6
YGR079W,40876.86
YNL219C,63776.01
YDR186C,98329.87
YDR184C,33113.76
YOL047C,40877.58
YDR016C,10515.56
YER047C,100330.85
YHR064C,58237.05
YDL182W,47098.41
YER072W,14370.94
YIL177W-A,18604.76
YKL122C,18424.96
YGL158W,57980.3
YJL130C,245038.29
YKL147C,22673.57
YDL064W,17911.25
YER039C-A,7986.31
YJL031C,39674.13
YBL095W,30545.13
YLR074C,18516.7
YGL091C,35252.93
YJR108W,14203.63
YDR193W,13745.58
YMR147W,25914.95
YOR299W,84829.13
YIL142C-A,11940.04
YDR316W-A,49128.11
YBL059C-A,12946.53
YDR252W,16619.64
YER180C-A,9734.77
YEL050C,43785.56
YDR257C,57288.09
YNL095C,71194.92
YJR005W,80452.71
YGL258W,22151.6
YDR399W,25190.42
YER094C,22604.61
YHR029C,32563.01
YOR308C,66429.11
YKL033W,118887.72
YOR134W,46215.94
YOR306C,57581.46
YHR045W,62691.34
YOR180C,30057.49
YGR085C,19749.41
YCR021C,37044.35
YKR017C,63568.34
YCL044C,47155.72
YGR237C,89240.21
YOR181W,67571.45
YDR090C,34630.25
YIL019W,38888.92
YBL100W-B,202213.14
YGL209W,42047.86
YDR103W,102726.39
YDR070C,10845.15
YPR034W,53809.68
YOL052C,46231.73
YLR269C,13718.22
YEL051W,29193.66
YML053C,23942.5
YCR077C,88510.77
YDR109C,79160.25
YOR046C,53873.4
YCR106W,95689.22
YKL210W,114264.83
YLR108C,55600.23
YBR191W,18241.95
YPL030W,64854.32
YOL008W,23764.72
YJR121W,54793.2
YML097C,52482.18
YOR168W,93131.59
YGL260W,9029.68
YGR221C,69470.29
YOL165C,15721.73
YGR161C-C,49128.11
YKR066C,40352.46
YJL202C,12942.1
YLR363C,25285.63
YML056C,56393.28
YOL149W,26266.05
YLR061W,13693.12
YIL157C,22044.18
YDR458C,76375.7
YML009W-B,16729.83
YIR019C,136108.85
YER062C,27813.4
YLR418C,44455.65
YPL269W,74244.23
YKL216W,34800.45
YCL031C,34469.93
YCR039C,24281.72
YPR038W,13450.99
YOR037W,42367.43
YOR294W,22963.13
YPL069C,38651.08
YGR156W,46983.17
YLL013C,98066.76
YHR198C,36501.23
YNL049C,98942.67
YBR050C,38747.1
YNL113W,16150.67
YOR363C,114709.41
YDR161W,42942
YNL238W,90001.56
YML075C,115624.48
YIL149C,195138.85
YGR228W,11924.75
YNL194C,34080.91
YDR301W,153403.31
YNL090W,21478.5
YPL217C,135569.84
YPL148C,19972.93
YHR047C,97661.33
YKL168C,82589.49
YCR065W,63646.59
YCR049C,15993.01
YMR311C,26648.64
YFR037C,63167.25
YDR412W,27973.98
YNL235C,16152.74
YER038C,53771.27
YGR108W,54869.89
YOR302W,2979.21
YJR095W,35339.88
YJR051W,55064.55
YHR155W,143581.86
YOR071C,67192.7
YGL210W,24520.11
YIL046W,72834.8
YPR118W,45019.83
YDL218W,34449.31
YFL002W-A,202037.04
YKL082C,50480.94
YDR098C,28260.97
YJL093C,77406.79
YHL007C,102361.28
YJL046W,47002.84
YLR402W,6937.28
YHR079C-A,10827.24
YNL222W,23469.18
YNR030W,62671.69
YIR034C,41464.45
YMR208W,48459.01
YBR283C,53311.17
YLR461W,12890.6
YOR255W,32757.44
YDL177C,19057.65
YHR209W,33784.96
YDR120C,64051.49
YGL175C,40096.53
YGR229C,57078.62
YIL090W,56332.19
YHL025W,37606.3
YFL005W,23505.37
YBL051C,73775.25
YDL110C,16771.29
YOR121C,12384.01
YHL028W,63807.19
YER097W,12728.09
YOR101W,34346.16
YAL037C-A,3447.18
YJR068W,39741.12
YIL166C,61897.42
YOL021C,113705.85
YFL012W,17179.31
YPR013C,35357.76
YDR118W-A,4450.26
YDL103C,53475.36
YDL098C,22678.43
YBR266C,16042.32
YJL211C,16822.34
YFL002W-B,49761.81
YEL007W,72532.78
YDR065W,42828.7
YJL065C,18792.41
YJR044C,15663.4
YJR041C,135116.26
YLR058C,52217.93
YIL009W,77945.58
YAR066W,20593.3
YHR024C,53337.09
YPL065W,27701.86
YHR114W,71170.35
YDR138W,87827.58
YKL069W,19734.02
YNL284C,36347.03
YDR431W,12389.48
YDR256C,58554.79
YNL137C,56355.31
YKL090W,50872.93
YBL068W,35719.72
YDR520C,88646.69
YBR103W,59160.51
YER091C,85858.92
YOL138C,149342.25
YBR203W,104613.92
YKL054C,83971.87
YEL023C,78318.65
YDR125C,53184.13
YMR066W,104746.21
YGL152C,24082.28
YHR182W,90108
YAL004W,23739.23
YHR032W,64208.46
YDR391C,26273.43
YLR011W,21280.4
YML100W-A,6247.17
YOR381W,80588.22
YBR069C,68756.85
YLR464W,24170.63
YDR477W,72044.75
YMR031C,93344.06
YBR102C,85537.1
YER132C,195381.79
YJL197W,143190.66
YAR042W,135096.13
YGR024C,27756.46
YLR446W,48968.75
YGR284C,35012.42
YBR177C,51254.66
YKL191W,59774.74
YGR027W-B,198655.6
YGR113W,38421.52
YML055W,20801.62
YOR057W,44858.98
YOL013C,63534.27
YEL034W,17114.13
YFL023W,91420.61
YNL280C,50614.86
YJR073C,23150.03
YLR335W,77879.78
YDL001W,49931.08
YIL154C,39070.38
YIL100W,13493.24
YGR288W,54324.75
YNL160W,37327.51
YGL142C,72564.97
YHR019C,62206.12
YHL019W-A,22435.15
YGL106W,16444.22
YPL279C,41970.71
YFR032C,31864.6
YDL147W,51767.87
YBR023C,131599.94
YNL062C,54388.7
YDR015C,8892.28
YER152C,49489.76
YNL193W,63916.72
YBR279W,51800.29
YOR116C,162299.92
YOR130C,31519.23
YIL084C,37624.85
YIR031C,62793.43
YIL066C,97513.69
YBL016W,40771.74
YDL131W,48593.72
YDR510W,11596.92
YPR158W-B,198636.61
YMR262W,36031.46
YMR196W,126622.68
YPR077C,14206.06
YGR279C,40172.58
YDR255C,49167.99
YMR054W,101659.74
YMR143W,15847.26
YIL151C,128733.25
YCL001W-B,9571.59
YDR509W,14110.86
YPR148C,49278.67
YHR099W,433175.64
YGR087C,61579.64
YDR046C,67364.29
YDL148C,94300.94
YEL018W,31643.88
YGR201C,26296.73
YJL205C,6336.46
YKL114C,41438.45
YNL239W,55482.16
YPR065W,41837.73
YJL121C,25966.89
YNL199C,58061.48
YPL127C,27803.17
YBR221C,40053.2
YOR332W,26471.07
YMR176W,162698.99
YJR055W,18375.88
YNL268W,68088.9
YOR237W,49504.35
YOL136C,45317.04
YIL044C,32638.12
YBL013W,44616.45
YBL079W,169473.18
YER091C-A,8145.95
YPR167C,30379.9
YPL210C,73539.95
YOR148C,20648.04
YNL031C,15355.8
YMR207C,259160.82
YLR272C,132965.8
YGL116W,67359.22
YOL110W,26541.44
YLR230W,12050.65
YKL156C-A,4231.81
YLR044C,61494.68
YNL138W-A,10027.28
YDR300C,47161.64
YMR086W,105872.55
YDR525W-A,9179.6
YPR066W,33278.06
YLR152C,64031.68
YOR270C,95527.79
YHR199C-A,8546.8
YHR085W,37866.44
YBL020W,66210.05
YDR037W,67957.85
YDL060W,90746.53
YLR209C,33754.6
YGR109C,44144.69
YER135C,15420.96
YDR441C,19985.7
YIL146C,58968.35
YHR214C-D,10916.84
YMR269W,23948.79
YPL133C,50081.15
YBL009W,76371.74
YHR128W,24594.19
YDR151C,36771.95
YGR205W,33336.36
YMR099C,33955.41
YHR216W,56529.36
YNL232W,31582.92
YNL067W-A,5315.04
YLR373C,102498.64
YDR203W,11606.57
YMR205C,104616.73
YJR109C,123913.92
YBR255C-A,13740.62
YJR003C,59765.08
YLR107W,45879.31
YIL007C,24846.26
YGR196C,90796.68
YER079W,23197.21
YJL131C,41460.6
YJL019W,79173.93
YOL166C,12936.09
YGR219W,13267.22
YCL038C,58843.17
YDR005C,44732.36
YLL045C,28111.44
YLR381W,84251.28
YAL011W,72513.64
YDR344C,17499.74
YMR171C,62531.51
YHR115C,46097.48
YNL121C,70122.27
YDR059C,16280.44
YGR252W,51068.64
YPL153C,91961.39
YEL049W,12819.42
YOR045W,6407.49
YFL015W-A,11664.55
YDR068W,35963.49
YGR084C,38987.67
YLR158C,38686.2
YPL109C,76175.65
YJL120W,12802.78
YDL084W,50308.38
YDR327W,12303.15
YKL223W,13118.52
YDR400W,37960
YML047C,41371.81
YHL031C,25394.44
YPR171W,64665.09
YJR048W,12181.77
YHL002C-A,17932.66
YDL238C,55202.92
YGR256W,53922.35
YOR079C,34407.87
YOR048C,115932.73
YOR223W,32934.54
YJL007C,11856.41
YMR156C,27382.95
YDR156W,14585.02
YLR386W,99771.71
YNL140C,21677.86
YDL133W,49579.73
YGL030W,11415.22
YMR243C,48344.57
YER008C,154693.07
YOR263C,15236.42
YCL010C,29380.71
YBR001C,89678.31
YLR320W,167681.24
YLR332W,39146.26
YKL214C,23777.39
YNL039W,67687
YML082W,74312.47
YLR444C,10677.52
YPL038W,19557.31
YCR045W-A,12711.18
YDL210W,61872.45
YDR210C-C,49186.24
YLR319C,88815.71
YBL077W,16326.76
YMR199W,62048.95
YER069W,94868.23
YBL099W,58607.46
YLR258W,80078.02
YMR307C-A,7016.05
YOR125C,26059.43
YKR097W,60982.57
YHR043C,27164.73
YDR281C,11886.65
YDR011W,168764.65
YNL332W,38619.32
YKL097C,15442.45
YGR026W,33254.33
YBR233W,45781.76
YGL159W,41634.51
YJL025W,60356.7
YOR282W,12155.22
YMR324C,8983.44
YMR037C,77860.49
YBL004W,287557.21
YKL102C,11423.28
YFL032W,12383.98
YNL305C,33644.75
YNL210W,31110.68
YPL230W,43517.45
YMR204C,47314.14
YPL088W,39682.27
YDR541C,38585.31
YGL056C,58097.21
YJR134C,81170.15
YGR204W,102204.12
YER113C,81544.73
YFR014C,50295.57
YKL177W,12287.73
YNL073W,66127.56
YLR376C,28250.51
YER190C-A,17366.85
YOL146W,21951.94
YDR045C,12512.97
YNL131W,16790.27
YLR452C,79715.54
YDR126W,39311.45
YGL121C,14921.65
YOL014W,13916.75
YNL144C,84201.63
YAR075W,17003.24
YOR094W,20695.85
YIL014W,72409.06
YNL139C,183928.76
YGR027W-A,49055.92
YGR145W,81733
YER066C-A,19854.34
YLR025W,26986.82
YAL016W,70906.79
YJR018W,13288.67
YOR029W,12921.14
YPR082C,16776.22
YLR362W,80720.04
YJR012C,23189.75
YMR237W,82047.98
YKR057W,9745.74
YGR051C,12091.16
YDR020C,26594.77
YOL063C,109713.57
YBR212W,75023.09
YOR198C,54638.55
YOL082W,47598.61
YJL066C,28469.69
YLR359W,54509.95
YPR096C,11804.45
YKL159C,24135.12
YIL012W,13235.27
YLR104W,14921.76
YDL168W,41041.52
YGR056W,106668.27
YIL115C,158905.85
YNR012W,56295.67
YMR198W,69068.8
YAL039C,30080.71
YGR199W,88025.1
YNR015W,42815.97
YMR226C,29158.08
YBR264C,21833.76
YLL047W,14843.17
YIL160C,44729.93
YNL151C,27723.67
YMR119W,71443.24
YAR023C,20702.78
YJL092W,134304.83
YNR003W-A,3412.98
YLR253W,65916.4
YJL141C,91244.4
YIL158W,22839.54
YDR360W,15970.29
YDR343C,62704.35
YBL049W,16085.25
YLR451W,100152.28
YMR007W,14530.22
YJL110C,60519.21
YGL137W,99443.38
YJR042W,84897.02
YDR118W,75255.08
YHR202W,68997.32
YMR260C,17434.89
YLR217W,12636.49
YGL035C,55531.73
YMR224C,77649.67
YLR281C,18196.81
YOR327C,12956.94
YMR047C,116232.45
YBR281C,98069.7
YOR394W,17714.14
YNL165W,46176.56
YLR059C,30870.04
YLR090W,51345.88
YGR006W,28377.17
YGR198W,95364.49
YPL242C,172828.52
YDL059C,26629.54
